tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003016,State Bank Of India,,2025-05-06,,2025-06-13,AGM
S0003016,State Bank Of India,,2025-05-08,,2025-06-13,EGM
S0003016,State Bank Of India,,2025-04-07,,2025-05-09,EGM
S0003016,State Bank Of India,,2024-05-21,,2024-06-19,AGM
S0003016,State Bank Of India,,2023-04-28,,2023-06-19,EGM
S0003016,State Bank Of India,Dividend - Rs 11.30 Per Share,2023-04-20,,2023-06-05,AGM
S0003016,State Bank Of India,,2022-05-24,,2022-06-22,AGM
S0003016,State Bank Of India,,2021-06-01,,2021-06-25,AGM
