displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,282351.04,,,2020,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,1269272.86,,,2020,Annual
Net Loans ,NetLoans,2292774.16,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,67825.70,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-27747.53,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,40078.17,,,2020,Annual
Goodwill Net ,GoodwillNet,1549.99,,,2020,Annual
Long Term Investments ,LongTermInvestments,12512.66,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3500.19,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,295453.27,,,2020,Annual
Total Assets ,TotalAssets,4197492.34,,,2020,Annual
Accounts Payable ,AccountsPayable,15477.09,,,2020,Annual
Total Deposits ,TotalDeposits,3274160.63,,,2020,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,26889.76,,,2020,Annual
Long Term Debt ,LongTermDebt,332900.67,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,332900.67,,,2020,Annual
Total Debt ,TotalDebt,359790.43,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,6.61,,,2020,Annual
Minority Interest ,MinorityInterest,7943.82,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,289053.64,,,2020,Annual
Total Liabilities ,TotalLiabilities,3946432.22,,,2020,Annual
Common Stock Total ,CommonStockTotal,892.46,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,79115.47,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),135945.62,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),24882.55,,,2020,Annual
Other Equity Total ,OtherEquityTotal,10224.02,,,2020,Annual
Total Equity ,TotalEquity,251060.12,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,4197492.34,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,892.46,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,279.58,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
