Date,Price on NSE
2024-06-06,816.95
2024-06-07,829.95
2024-06-10,831.8
2024-06-11,835.55
2024-06-12,839.1
2024-06-13,843.9
2024-06-14,839.2
2024-06-18,844.9
2024-06-19,852.6
2024-06-20,843.75
2024-06-21,836.3
2024-06-24,832.7
2024-06-25,842.25
2024-06-26,845.35
2024-06-27,844.0
2024-06-28,848.95
2024-07-01,841.95
2024-07-02,826.15
2024-07-03,839.95
2024-07-04,839.3
2024-07-05,859.75
2024-07-08,856.25
2024-07-09,861.3
2024-07-10,849.0
2024-07-11,856.7
2024-07-12,859.7
2024-07-15,881.35
2024-07-16,880.7
2024-07-18,893.55
2024-07-19,889.35
2024-07-22,876.8
2024-07-23,863.9
2024-07-24,852.0
2024-07-25,848.5
2024-07-26,862.45
2024-07-29,871.6
2024-07-30,872.8
2024-07-31,872.4
2024-08-01,862.65
2024-08-02,847.85
2024-08-05,811.65
2024-08-06,797.7
2024-08-07,808.65
2024-08-08,808.05
2024-08-09,824.3
2024-08-12,812.6
2024-08-13,797.55
2024-08-14,803.0
2024-08-16,812.1
2024-08-19,813.7
2024-08-20,820.3
2024-08-21,815.55
2024-08-22,820.3
2024-08-23,815.35
2024-08-26,815.05
2024-08-27,815.9
2024-08-28,809.4
2024-08-29,814.5
2024-08-30,815.6
2024-09-02,822.15
2024-09-03,824.8
2024-09-04,816.5
2024-09-05,818.75
2024-09-06,782.5
2024-09-09,784.25
2024-09-10,782.65
2024-09-11,768.6
2024-09-12,787.75
2024-09-13,790.85
2024-09-16,785.55
2024-09-17,782.9
2024-09-18,792.75
2024-09-19,789.95
2024-09-20,781.7
2024-09-23,801.85
2024-09-24,798.25
2024-09-25,793.1
2024-09-26,801.85
2024-09-27,802.65
2024-09-30,787.9
2024-10-01,796.95
2024-10-03,794.1
2024-10-04,796.65
2024-10-07,770.65
2024-10-08,781.45
2024-10-09,797.4
2024-10-10,797.1
2024-10-11,799.75
2024-10-14,805.15
2024-10-15,804.65
2024-10-16,805.45
2024-10-17,811.05
2024-10-18,820.4
2024-10-21,813.95
2024-10-22,790.4
2024-10-23,786.0
2024-10-24,794.55
2024-10-25,780.95
2024-10-28,792.05
2024-10-29,832.7
2024-10-30,822.45
2024-10-31,820.2
2024-11-01,821.2
2024-11-04,829.85
2024-11-05,849.2
2024-11-06,854.8
2024-11-07,859.6
2024-11-08,843.15
2024-11-11,847.65
2024-11-12,826.7
2024-11-13,808.65
2024-11-14,804.25
2024-11-18,814.3
2024-11-19,803.0
2024-11-21,780.75
2024-11-22,816.05
2024-11-25,844.45
2024-11-26,839.4
2024-11-27,834.1
2024-11-28,838.85
2024-11-29,838.95
2024-12-02,836.4
2024-12-03,853.95
2024-12-04,859.7
2024-12-05,865.45
2024-12-06,863.65
2024-12-09,858.05
2024-12-10,867.5
2024-12-11,861.6
2024-12-12,853.7
2024-12-13,861.55
2024-12-16,860.95
2024-12-17,850.55
2024-12-18,838.15
2024-12-19,832.8
2024-12-20,812.0
2024-12-23,821.15
2024-12-24,812.05
2024-12-26,812.45
2024-12-27,799.65
2024-12-30,788.3
2024-12-31,794.95
2025-01-01,793.2
2025-01-02,801.2
2025-01-03,793.4
2025-01-06,776.4
2025-01-07,778.75
2025-01-08,771.15
2025-01-09,760.45
2025-01-10,743.25
2025-01-13,729.5
2025-01-14,748.15
2025-01-15,753.7
2025-01-16,766.3
2025-01-17,764.1
2025-01-20,779.25
2025-01-21,759.05
2025-01-22,753.45
2025-01-23,745.9
2025-01-24,744.15
2025-01-27,749.2
2025-01-28,752.4
2025-01-29,758.45
2025-01-30,762.6
2025-01-31,772.9
2025-02-01,766.0
2025-02-03,760.95
2025-02-04,779.2
2025-02-05,766.05
2025-02-06,752.25
2025-02-07,737.2
2025-02-10,736.8
2025-02-11,731.1
2025-02-12,733.15
2025-02-13,727.65
2025-02-14,722.15
2025-02-17,727.7
2025-02-18,725.8
2025-02-19,727.3
2025-02-20,729.7
2025-02-21,722.0
2025-02-24,716.4
2025-02-25,710.9
2025-02-27,703.9
2025-02-28,688.8
2025-03-03,695.3
2025-03-04,716.05
2025-03-05,730.35
2025-03-06,732.05
2025-03-07,732.75
2025-03-10,728.9
2025-03-11,729.85
2025-03-12,723.05
2025-03-13,727.85
2025-03-17,723.15
2025-03-18,736.7
2025-03-19,745.1
2025-03-20,749.55
2025-03-21,753.2
2025-03-24,780.8
2025-03-25,772.85
2025-03-26,764.0
2025-03-27,772.3
2025-03-28,771.5
2025-04-01,771.7
2025-04-02,775.95
2025-04-03,779.2
2025-04-04,767.45
2025-04-07,746.9
2025-04-08,768.6
2025-04-09,742.2
2025-04-11,753.85
2025-04-15,763.5
2025-04-16,771.75
2025-04-17,797.45
2025-04-21,816.7
2025-04-22,822.4
2025-04-23,813.45
2025-04-24,813.4
2025-04-25,798.65
2025-04-28,817.35
2025-04-29,812.55
2025-04-30,788.65
2025-05-02,800.0
2025-05-05,790.0
2025-05-06,774.1
2025-05-07,776.1
2025-05-08,769.0
2025-05-09,779.25
2025-05-12,801.65
2025-05-13,801.75
2025-05-14,800.7
2025-05-15,807.75
2025-05-16,792.1
2025-05-19,795.0
2025-05-20,785.65
2025-05-21,787.1
2025-05-22,785.25
2025-05-23,790.5
2025-05-26,794.4
2025-05-27,793.7
2025-05-28,796.55
2025-05-29,797.35
2025-05-30,812.3
2025-06-02,813.65
2025-06-03,809.8
2025-06-04,806.5
2025-06-05,806.0
2025-06-06,813.05
