displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,10.40
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,93.01
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,545.72
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,401.06
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,86.90
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,86.91
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,406.03
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,86.90
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,86.91
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,86.90
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,545.72
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,545.72
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,15.90
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,406.08
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,86.91
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,545.72
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,15.90
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,86.91
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,401.06
