displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,146.52,,,2024,Annual
Cash Equivalents ,CashEquivalents,612.35,,,2024,Annual
Short Term Investments ,ShortTermInvestments,39.98,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,798.85,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,317.29,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,353.38,,,2024,Annual
Total Inventory ,TotalInventory,2116.77,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,21.68,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,204.04,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,3494.72,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,8075.39,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2873.43,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5201.96,,,2024,Annual
Long Term Investments ,LongTermInvestments,423.89,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,166.70,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1235.79,,,2024,Annual
Total Assets ,TotalAssets,10523.06,,,2024,Annual
Accounts Payable ,AccountsPayable,2237.89,,,2024,Annual
Accrued Expenses ,AccruedExpenses,524.94,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,63.13,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1130.11,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3956.07,,,2024,Annual
Long Term Debt ,LongTermDebt,25.48,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,255.92,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,281.40,,,2024,Annual
Total Debt ,TotalDebt,344.53,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,12.04,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2932.66,,,2024,Annual
Total Liabilities ,TotalLiabilities,7182.17,,,2024,Annual
Common Stock Total ,CommonStockTotal,96.42,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),3243.60,,,2024,Annual
Other Equity Total ,OtherEquityTotal,0.87,,,2024,Annual
Total Equity ,TotalEquity,3340.89,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,10523.06,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,96.42,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,34.65,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
