Date,Volume,Delivery (%)
2024-06-06,1003255,39.0
2024-06-07,1074952,50.0
2024-06-10,855945,57.0
2024-06-11,589873,53.0
2024-06-12,504347,59.0
2024-06-13,1114303,36.0
2024-06-14,446064,45.0
2024-06-18,287226,59.0
2024-06-19,796496,81.0
2024-06-20,669188,52.0
2024-06-21,1332739,47.0
2024-06-24,738619,69.0
2024-06-25,321785,63.0
2024-06-26,494410,65.0
2024-06-27,1012196,
2024-06-28,1235055,66.0
2024-07-01,967095,62.0
2024-07-02,598364,62.0
2024-07-03,336479,54.0
2024-07-04,332871,51.0
2024-07-05,822333,70.0
2024-07-08,760928,47.0
2024-07-09,861716,63.0
2024-07-10,551795,58.0
2024-07-11,1078872,56.0
2024-07-12,874640,45.0
2024-07-15,368086,62.0
2024-07-16,770102,59.0
2024-07-18,889043,52.0
2024-07-19,635200,42.0
2024-07-22,770275,57.0
2024-07-23,1006795,56.0
2024-07-24,1338114,56.0
2024-07-25,3569411,55.0
2024-07-26,1750634,53.0
2024-07-29,833186,65.0
2024-07-30,1735140,78.0
2024-07-31,848589,68.0
2024-08-01,1426209,65.0
2024-08-02,1236845,53.0
2024-08-05,1357761,58.0
2024-08-06,966203,62.0
2024-08-07,666997,74.0
2024-08-08,1588912,67.0
2024-08-09,308820,54.0
2024-08-12,485930,62.0
2024-08-13,363577,63.0
2024-08-14,600531,70.0
2024-08-16,1065123,57.0
2024-08-19,507443,66.0
2024-08-20,504576,72.0
2024-08-21,666736,59.0
2024-08-22,652083,57.0
2024-08-23,609010,58.0
2024-08-26,653220,67.0
2024-08-27,406956,65.0
2024-08-28,584336,64.0
2024-08-29,922486,61.0
2024-08-30,1973208,73.0
2024-09-02,899290,71.0
2024-09-03,1002643,53.0
2024-09-04,528039,61.0
2024-09-05,1213766,67.0
2024-09-06,910139,68.0
2024-09-09,616294,62.0
2024-09-10,1612189,80.0
2024-09-11,1077006,63.0
2024-09-12,1735638,63.0
2024-09-13,746512,60.0
2024-09-16,415635,50.0
2024-09-17,712360,56.0
2024-09-18,1192228,73.0
2024-09-19,2577318,51.0
2024-09-20,2439843,56.0
2024-09-23,1125448,62.0
2024-09-24,1579040,55.0
2024-09-25,802068,64.0
2024-09-26,1209067,52.0
2024-09-27,1134888,65.0
2024-09-30,991279,69.0
2024-10-01,564760,62.0
2024-10-03,845869,62.0
2024-10-04,1103702,50.0
2024-10-07,1202297,71.0
2024-10-08,1352878,77.0
2024-10-09,2507570,55.0
2024-10-10,1147661,63.0
2024-10-11,685491,68.0
2024-10-14,713117,71.0
2024-10-15,870298,73.0
2024-10-16,1286580,52.0
2024-10-17,2745193,50.0
2024-10-18,1810442,67.0
2024-10-21,781762,60.0
2024-10-22,1024491,55.0
2024-10-23,754844,64.0
2024-10-24,3176537,62.0
2024-10-25,1402050,68.0
2024-10-28,916222,55.0
2024-10-29,1010185,68.0
2024-10-30,920374,58.0
2024-10-31,683442,67.0
2024-11-01,138754,59.0
2024-11-04,1058368,67.0
2024-11-05,759291,54.0
2024-11-06,864276,69.0
2024-11-07,970002,66.0
2024-11-08,869570,59.0
2024-11-11,923484,73.0
2024-11-12,1257746,68.0
2024-11-13,841682,65.0
2024-11-14,1273722,62.0
2024-11-18,730353,55.0
2024-11-19,891920,67.0
2024-11-21,991609,63.0
2024-11-22,826051,61.0
2024-11-25,2098188,75.0
2024-11-26,340869,48.0
2024-11-27,458210,63.0
2024-11-28,1335078,61.0
2024-11-29,1411843,69.0
2024-12-02,494465,60.0
2024-12-03,873225,77.0
2024-12-04,1039250,73.0
2024-12-05,1219530,50.0
2024-12-06,749205,66.0
2024-12-09,989483,65.0
2024-12-10,1044039,79.0
2024-12-11,836408,58.0
2024-12-12,1015912,64.0
2024-12-13,623562,48.0
2024-12-16,770618,67.0
2024-12-17,1636751,71.0
2024-12-18,1000651,65.0
2024-12-19,1647157,68.0
2024-12-20,1787838,66.0
2024-12-23,484270,53.0
2024-12-24,349320,56.0
2024-12-26,606975,69.0
2024-12-27,493629,57.0
2024-12-30,1299535,70.0
2024-12-31,653610,67.0
2025-01-01,473107,58.0
2025-01-02,656708,59.0
2025-01-03,1048386,66.0
2025-01-06,1164874,62.0
2025-01-07,636080,65.0
2025-01-08,487498,62.0
