displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,38.84,,,2021,Annual
Cash Equivalents ,CashEquivalents,679.69,,,2021,Annual
Short Term Investments ,ShortTermInvestments,63.28,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,781.81,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,201.18,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,268.48,,,2021,Annual
Total Inventory ,TotalInventory,1608.92,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,27.01,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,75.96,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,2762.18,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5364.97,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2124.07,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3240.90,,,2021,Annual
Long Term Investments ,LongTermInvestments,710.70,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,21.77,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1498.58,,,2021,Annual
Total Assets ,TotalAssets,8234.13,,,2021,Annual
Accounts Payable ,AccountsPayable,1748.17,,,2021,Annual
Accrued Expenses ,AccruedExpenses,254.09,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,48.68,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,713.80,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,2764.74,,,2021,Annual
Long Term Debt ,LongTermDebt,27.47,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,190.31,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,217.78,,,2021,Annual
Total Debt ,TotalDebt,266.46,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3305.23,,,2021,Annual
Total Liabilities ,TotalLiabilities,6287.75,,,2021,Annual
Common Stock Total ,CommonStockTotal,96.42,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),1881.84,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-31.88,,,2021,Annual
Total Equity ,TotalEquity,1946.38,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,8234.13,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,96.42,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,20.19,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
