tickerId,companyName,remarks,recordDate,xsDate,oldFaceValue,newFaceValue,sortDate
S0003095,Nestle India,Stock split from Rs. 10/- to Re. 1/-.,2024-01-05,2024-01-05,10,1,2024-01-05
