displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,49.77,,,2025,Annual
Cash Equivalents ,CashEquivalents,0.01,,,2025,Annual
Short Term Investments ,ShortTermInvestments,0.00,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,49.78,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,363.31,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,564.01,,,2025,Annual
Total Inventory ,TotalInventory,2876.29,,,2025,Annual
Prepaid Expenses ,PrepaidExpenses,33.17,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,210.91,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,3734.16,,,2025,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,9968.58,,,2025,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3322.41,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6646.17,,,2025,Annual
Long Term Investments ,LongTermInvestments,575.03,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,33.64,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1204.32,,,2025,Annual
Total Assets ,TotalAssets,12193.32,,,2025,Annual
Accounts Payable ,AccountsPayable,2373.53,,,2025,Annual
Accrued Expenses ,AccruedExpenses,555.72,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,802.84,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,953.26,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4685.35,,,2025,Annual
Long Term Debt ,LongTermDebt,22.48,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,341.53,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,364.01,,,2025,Annual
Total Debt ,TotalDebt,1166.85,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,29.96,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3103.79,,,2025,Annual
Total Liabilities ,TotalLiabilities,8183.11,,,2025,Annual
Common Stock Total ,CommonStockTotal,96.42,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),3911.99,,,2025,Annual
Other Equity Total ,OtherEquityTotal,1.80,,,2025,Annual
Total Equity ,TotalEquity,4010.21,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,12193.32,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,96.42,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,41.59,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
