displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,5267.59,,,2024,Interim
Total Revenue ,TotalRevenue,5267.59,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,2275.86,,,2024,Interim
Gross Profit ,GrossProfit,2991.73,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,490.94,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,108.87,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-8.85,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1150.74,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,4017.56,,,2024,Interim
Operating Income ,OperatingIncome,1250.03,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-26.20,,,2024,Interim
Other Net ,OtherNet,26.75,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1250.58,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,316.41,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,934.17,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,934.17,,,2024,Interim
Net Income ,NetIncome,934.17,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,934.17,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,934.17,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,934.17,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,96.41,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,9.69,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.50,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,9.62,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
