Date,Price on NSE
2024-06-06,2471.4
2024-06-07,2502.45
2024-06-10,2548.2
2024-06-11,2541.95
2024-06-12,2537.3
2024-06-13,2551.75
2024-06-14,2542.5
2024-06-18,2550.35
2024-06-19,2526.05
2024-06-20,2539.75
2024-06-21,2498.4
2024-06-24,2530.05
2024-06-25,2515.45
2024-06-26,2534.25
2024-06-27,2533.75
2024-06-28,2551.65
2024-07-01,2568.1
2024-07-02,2544.45
2024-07-03,2551.5
2024-07-04,2545.15
2024-07-05,2574.15
2024-07-08,2603.4
2024-07-09,2633.1
2024-07-10,2616.45
2024-07-11,2593.2
2024-07-12,2609.0
2024-07-15,2605.1
2024-07-16,2607.3
2024-07-18,2627.05
2024-07-19,2597.85
2024-07-22,2587.3
2024-07-23,2581.55
2024-07-24,2541.4
2024-07-25,2480.65
2024-07-26,2476.9
2024-07-29,2470.3
2024-07-30,2457.65
2024-07-31,2456.35
2024-08-01,2484.0
2024-08-02,2495.1
2024-08-05,2510.9
2024-08-06,2508.5
2024-08-07,2522.8
2024-08-08,2489.1
2024-08-09,2504.7
2024-08-12,2473.1
2024-08-13,2484.7
2024-08-14,2474.6
2024-08-16,2525.45
2024-08-19,2503.15
2024-08-20,2518.5
2024-08-21,2551.75
2024-08-22,2551.0
2024-08-23,2529.2
2024-08-26,2519.55
2024-08-27,2521.45
2024-08-28,2492.5
2024-08-29,2504.55
2024-08-30,2500.75
2024-09-02,2509.9
2024-09-03,2530.75
2024-09-04,2534.75
2024-09-05,2504.9
2024-09-06,2503.2
2024-09-09,2516.75
2024-09-10,2535.5
2024-09-11,2526.85
2024-09-12,2527.85
2024-09-13,2531.4
2024-09-16,2549.6
2024-09-17,2546.85
2024-09-18,2597.15
2024-09-19,2634.2
2024-09-20,2699.55
2024-09-23,2725.15
2024-09-24,2696.4
2024-09-25,2697.35
2024-09-26,2755.5
2024-09-27,2745.7
2024-09-30,2689.95
2024-10-01,2707.05
2024-10-03,2674.85
2024-10-04,2598.15
2024-10-07,2573.85
2024-10-08,2581.75
2024-10-09,2516.0
2024-10-10,2512.45
2024-10-11,2511.8
2024-10-14,2502.05
2024-10-15,2484.25
2024-10-16,2462.25
2024-10-17,2378.7
2024-10-18,2350.25
2024-10-21,2354.65
2024-10-22,2350.25
2024-10-23,2327.15
2024-10-24,2258.65
2024-10-25,2260.7
2024-10-28,2272.05
2024-10-29,2267.4
2024-10-30,2276.3
2024-10-31,2262.95
2024-11-01,2282.3
2024-11-04,2246.2
2024-11-05,2262.45
2024-11-06,2275.6
2024-11-07,2262.85
2024-11-08,2295.65
2024-11-11,2279.05
2024-11-12,2256.2
2024-11-13,2235.25
2024-11-14,2182.8
2024-11-18,2213.2
2024-11-19,2214.15
2024-11-21,2211.2
2024-11-22,2247.3
2024-11-25,2256.95
2024-11-26,2265.25
2024-11-27,2273.95
2024-11-28,2236.25
2024-11-29,2234.65
2024-12-02,2251.85
2024-12-03,2261.7
2024-12-04,2257.8
2024-12-05,2265.5
2024-12-06,2267.8
2024-12-09,2228.85
2024-12-10,2214.45
2024-12-11,2241.05
2024-12-12,2224.05
2024-12-13,2253.5
2024-12-16,2238.75
2024-12-17,2202.95
2024-12-18,2188.05
2024-12-19,2160.4
2024-12-20,2163.5
2024-12-23,2151.6
2024-12-24,2166.7
2024-12-26,2149.9
2024-12-27,2165.6
2024-12-30,2159.9
2024-12-31,2170.05
2025-01-01,2169.25
2025-01-02,2200.2
2025-01-03,2232.7
2025-01-06,2185.0
2025-01-07,2212.65
2025-01-08,2219.9
2025-01-09,2256.05
2025-01-10,2247.9
2025-01-13,2237.35
2025-01-14,2219.05
2025-01-15,2199.65
2025-01-16,2169.3
2025-01-17,2217.2
2025-01-20,2214.0
2025-01-21,2196.45
2025-01-22,2207.8
2025-01-23,2198.95
2025-01-24,2207.9
2025-01-27,2174.75
2025-01-28,2156.3
2025-01-29,2180.7
2025-01-30,2217.35
2025-01-31,2313.2
2025-02-01,2327.2
2025-02-03,2317.1
2025-02-04,2299.45
2025-02-05,2248.95
2025-02-06,2239.45
2025-02-07,2225.1
2025-02-10,2221.05
2025-02-11,2195.5
2025-02-12,2193.75
2025-02-13,2177.55
2025-02-14,2195.85
2025-02-17,2216.5
2025-02-18,2222.4
2025-02-19,2204.95
2025-02-20,2206.75
2025-02-21,2214.95
2025-02-24,2220.4
2025-02-25,2250.4
2025-02-27,2278.2
2025-02-28,2189.65
2025-03-03,2185.55
2025-03-04,2146.5
2025-03-05,2197.0
2025-03-06,2201.2
2025-03-07,2238.45
2025-03-10,2248.4
2025-03-11,2251.4
2025-03-12,2195.5
2025-03-13,2191.95
2025-03-17,2174.35
2025-03-18,2202.05
2025-03-19,2184.0
2025-03-20,2221.55
2025-03-21,2268.85
2025-03-24,2263.55
2025-03-25,2254.85
2025-03-26,2243.45
2025-03-27,2242.05
2025-03-28,2250.75
2025-04-01,2234.0
2025-04-02,2210.7
2025-04-03,2245.65
2025-04-04,2262.15
2025-04-07,2249.0
2025-04-08,2275.4
2025-04-09,2344.85
2025-04-11,2361.4
2025-04-15,2367.9
2025-04-16,2383.3
2025-04-17,2416.6
2025-04-21,2399.4
2025-04-22,2407.3
2025-04-23,2433.4
2025-04-24,2433.2
2025-04-25,2413.5
2025-04-28,2406.0
2025-04-29,2387.5
2025-04-30,2388.2
2025-05-02,2337.7
2025-05-05,2328.2
2025-05-06,2356.5
2025-05-07,2338.4
2025-05-08,2340.7
2025-05-09,2325.4
2025-05-12,2383.8
2025-05-13,2370.2
2025-05-14,2370.4
2025-05-15,2398.1
2025-05-16,2408.8
2025-05-19,2407.8
2025-05-20,2358.5
2025-05-21,2392.6
2025-05-22,2361.7
2025-05-23,2414.4
2025-05-26,2454.0
2025-05-27,2460.9
2025-05-28,2419.0
2025-05-29,2435.0
2025-05-30,2396.2
2025-06-02,2406.3
2025-06-03,2391.4
2025-06-04,2397.5
2025-06-05,2401.3
2025-06-06,2417.2
