displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,38.64
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,38.64
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,41.59
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,1.05
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,33.27
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,33.27
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,49.51
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,209.54
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,33.27
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,33.27
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,33.27
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,41.59
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,41.59
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,27.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,209.54
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,32.01
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,41.59
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,27.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,33.27
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,0.52
