tickerId,companyName,remarks,boardMeetDate,purpose
S0003220,Shree Cement,,2025-05-14,Audited Results & Final Dividend
S0003220,Shree Cement,,2025-01-30,Quarterly Results & Interim Dividend
S0003220,Shree Cement,,2024-11-11,Quarterly Results
S0003220,Shree Cement,,2024-08-06,Quarterly Results
S0003220,Shree Cement,,2024-05-14,Audited Results & Final Dividend
S0003220,Shree Cement,,2024-01-31,Quarterly Results & Interim Dividend
S0003220,Shree Cement,,2023-11-07,Quarterly Results
S0003220,Shree Cement,"inter alia, consider approval of raising of funds by way of issuance of NCDs aggregating to an amount upto Rs. 1,000 Crores in one or more tranches on private placement basis.",2023-07-26,Quarterly Results & Others
S0003220,Shree Cement,,2023-05-22,Audited Results & 2nd Interim Dividend
S0003220,Shree Cement,,2023-02-08,Quarterly Results & Interim Dividend
S0003220,Shree Cement,,2022-10-14,Quarterly Results
S0003220,Shree Cement,,2022-07-28,Quarterly Results
S0003220,Shree Cement,,2022-05-21,Audited Results & Final Dividend
S0003220,Shree Cement,(Revised),2022-02-04,Quarterly Results & Interim Dividend
S0003220,Shree Cement,,2022-02-01,Quarterly Results & Interim Dividend
S0003220,Shree Cement,,2021-10-29,Quarterly Results
S0003220,Shree Cement,,2021-08-09,Quarterly Results
S0003220,Shree Cement,,2021-05-21,Audited Results & Final Dividend
S0003220,Shree Cement,,2021-01-30,Quarterly Results
