displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,74.00
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,1144.77
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,1144.81
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,5943.48
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,1909.62
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,311.18
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,311.18
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,1090.30
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,5344.16
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,311.18
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,311.18
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,311.18
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,5969.32
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,5969.32
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,110.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,5344.31
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,311.18
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,5943.48
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,110.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,311.18
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,1909.62
