CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-14T07:05:00,Actual,INR,663.98,2024-05-14T07:05:00,6.2,625.22,0.43,14,,,,,,
3,2025,2025,2025-05-14T05:20:00,Actual,INR,311.18,2025-05-14T05:20:00,-0.33,312.22,-0.01,14,,,,,,
3,2026,2026,,Estimate,INR,,,,,,18,514.0,718.0,411.0,469.0,92.0,506.0
3,2027,2027,,Estimate,INR,,,,,,17,669.0,844.0,425.0,660.0,115.0,685.0
3,2028,2028,,Estimate,INR,,,,,,4,821.0,904.0,720.0,830.0,69.0,820.0
