displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,13115.10
Revenue - trailing 12 month,revenueTrailing12Month),192828.30
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,11227.70
EBITD - trailing 12 month,eBITDTrailing12Month,39340.30
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,11227.70
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,311.18
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,192828.30
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,11227.70
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,13115.10
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,13115.10
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,39340.30
