displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3004.08,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1262.34,,,2021,Annual
Non- Cash Items ,Non-CashItems,-188.35,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,175.72,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4253.79,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-1134.58,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1510.46,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2645.04,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-260.51,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-11.13,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-961,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1232.64,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-5.81,,,2021,Annual
Net Changein Cash ,NetChangeinCash,370.30,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,253.98,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,745.06,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
