displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,5123.96,,,2025,Interim
Total Revenue ,TotalRevenue,5123.96,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,1965.40,,,2025,Interim
Gross Profit ,GrossProfit,3158.56,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1433.48,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,704.26,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,797.90,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,4901.04,,,2025,Interim
Operating Income ,OperatingIncome,222.92,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-56.20,,,2025,Interim
Other Net ,OtherNet,139.13,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,305.85,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,27.40,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,278.45,,,2025,Interim
Minority Interest ,MinorityInterest,0.16,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,278.61,,,2025,Interim
Net Income ,NetIncome,278.61,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,278.61,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,278.61,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,278.61,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,3.61,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,77.22,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,77.22,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
