Date,Volume,Delivery (%)
2024-06-06,33133,58.0
2024-06-07,78491,67.0
2024-06-10,69900,32.0
2024-06-11,42826,56.0
2024-06-12,45338,42.0
2024-06-13,30278,57.0
2024-06-14,37742,53.0
2024-06-18,29030,43.0
2024-06-19,36046,54.0
2024-06-20,31151,50.0
2024-06-21,59388,47.0
2024-06-24,35133,46.0
2024-06-25,40907,56.0
2024-06-26,59521,35.0
2024-06-27,65873,
2024-06-28,39222,56.0
2024-07-01,60523,61.0
2024-07-02,21843,37.0
2024-07-03,69162,74.0
2024-07-04,41050,55.0
2024-07-05,17150,31.0
2024-07-08,21429,44.0
2024-07-09,33275,44.0
2024-07-10,42833,57.0
2024-07-11,14808,40.0
2024-07-12,18110,65.0
2024-07-15,65901,56.0
2024-07-16,101369,32.0
2024-07-18,31143,47.0
2024-07-19,47220,54.0
2024-07-22,30677,47.0
2024-07-23,91171,52.0
2024-07-24,40721,45.0
2024-07-25,21045,42.0
2024-07-26,25517,42.0
2024-07-29,75802,63.0
2024-07-30,55388,52.0
2024-07-31,51337,59.0
2024-08-01,29823,59.0
2024-08-02,40159,48.0
2024-08-05,76236,56.0
2024-08-06,157437,43.0
2024-08-07,327453,76.0
2024-08-08,254280,60.0
2024-08-09,102085,58.0
2024-08-12,97216,72.0
2024-08-13,43102,54.0
2024-08-14,51986,65.0
2024-08-16,40341,66.0
2024-08-19,29239,55.0
2024-08-20,24966,55.0
2024-08-21,12069,53.0
2024-08-22,25442,38.0
2024-08-23,29037,49.0
2024-08-26,17056,49.0
2024-08-27,23339,52.0
2024-08-28,21051,53.0
2024-08-29,41829,70.0
2024-08-30,84100,55.0
2024-09-02,61001,47.0
2024-09-03,45408,39.0
2024-09-04,47184,55.0
2024-09-05,46146,52.0
2024-09-06,37646,43.0
2024-09-09,21870,43.0
2024-09-10,19219,48.0
2024-09-11,31401,59.0
2024-09-12,21054,48.0
2024-09-13,22712,59.0
2024-09-16,19308,49.0
2024-09-17,13424,53.0
2024-09-18,31343,54.0
2024-09-19,20675,46.0
2024-09-20,40164,57.0
2024-09-23,34450,52.0
2024-09-24,23377,56.0
2024-09-25,22891,64.0
2024-09-26,25106,66.0
2024-09-27,65606,60.0
2024-09-30,36413,59.0
2024-10-01,28358,70.0
2024-10-03,29584,55.0
2024-10-04,35986,65.0
2024-10-07,30256,53.0
2024-10-08,26349,57.0
2024-10-09,56180,60.0
2024-10-10,35577,57.0
2024-10-11,16647,29.0
2024-10-14,15931,41.0
2024-10-15,26039,51.0
2024-10-16,14843,45.0
2024-10-17,19202,48.0
2024-10-18,6545,32.0
2024-10-21,30030,54.0
2024-10-22,60689,41.0
2024-10-23,39598,59.0
2024-10-24,72079,46.0
2024-10-25,34726,50.0
2024-10-28,15382,44.0
2024-10-29,13757,50.0
2024-10-30,24454,43.0
2024-10-31,44854,67.0
2024-11-01,653,38.0
2024-11-04,12698,46.0
2024-11-05,8962,37.0
2024-11-06,6297,45.0
2024-11-07,13601,47.0
2024-11-08,17727,48.0
2024-11-11,25953,50.0
2024-11-12,86230,22.0
2024-11-13,35179,66.0
2024-11-14,41308,73.0
2024-11-18,8873,36.0
2024-11-19,219184,95.0
2024-11-21,18858,45.0
2024-11-22,14291,31.0
2024-11-25,57023,43.0
2024-11-26,13535,33.0
2024-11-27,22792,33.0
2024-11-28,25484,39.0
2024-11-29,73086,62.0
2024-12-02,39156,36.0
2024-12-03,31628,52.0
2024-12-04,64430,72.0
2024-12-05,24058,32.0
2024-12-06,40832,50.0
2024-12-09,25303,36.0
2024-12-10,16435,40.0
2024-12-11,28277,44.0
2024-12-12,7930,36.0
2024-12-13,20702,52.0
2024-12-16,37731,61.0
2024-12-17,46563,61.0
2024-12-18,12501,41.0
2024-12-19,9169,33.0
2024-12-20,22203,46.0
2024-12-23,57514,79.0
2024-12-24,58914,63.0
2024-12-26,39751,59.0
2024-12-27,15217,26.0
2024-12-30,99540,62.0
2024-12-31,9339,26.0
2025-01-01,16630,27.0
2025-01-02,41773,51.0
2025-01-03,27877,36.0
