displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,5223.18,,,2024,Interim
Total Revenue ,TotalRevenue,5223.18,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,1866.30,,,2024,Interim
Gross Profit ,GrossProfit,3356.88,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1272.23,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,443.86,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,820.70,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,4403.09,,,2024,Interim
Operating Income ,OperatingIncome,820.09,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-54.92,,,2024,Interim
Other Net ,OtherNet,147.47,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,912.64,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,210.79,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,701.85,,,2024,Interim
Minority Interest ,MinorityInterest,0.04,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,701.89,,,2024,Interim
Net Income ,NetIncome,701.89,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,701.89,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,701.89,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,701.89,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,3.61,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,194.54,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,194.54,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
