tickerId,companyName,remarks,recordDate,xdDate,interimOrFinal,instrumentType,value,percentage,dateOfAnnouncement,bookClosureStartDate,bookClosureEndDate,sortDate
S0003220,Shree Cement,Rs.60.0000 per share(600%)Final Dividend,,,Final,5,60,600,2025-05-14,,,2025-05-14
S0003220,Shree Cement,Rs.50.0000 per share(500%)Interim Dividend,2025-02-05,2025-02-05,Interim,5,50,500,2025-01-30,,,2025-02-05
S0003220,Shree Cement,Rs.55.0000 per share(550%)Final Dividend,2024-07-23,2024-07-23,Final,5,55,550,2024-05-14,,,2024-07-23
S0003220,Shree Cement,Rs.50.0000 per share(500%)Interim Dividend,2024-02-08,2024-02-08,Interim,5,50,500,2024-01-31,,,2024-02-08
S0003220,Shree Cement,Rs.55.0000 per share (550%) Second Interim Dividend,2023-06-01,2023-06-01,Interim,5,55,550,2023-05-08,,,2023-06-01
S0003220,Shree Cement,Rs.45.0000 per share(450%)Interim Dividend,2023-02-16,2023-02-16,Interim,5,45,450,2023-01-16,,,2023-02-16
S0003220,Shree Cement,Rs.45.0000 per share(450%)Final Dividend,2022-07-14,2022-07-13,Final,5,45,450,2022-05-23,,,2022-07-13
S0003220,Shree Cement,Rs.45.0000 per share(450%)Interim Dividend (RD Revised),2022-02-12,2022-02-10,Interim,5,45,450,2022-01-17,,,2022-02-10
S0003220,Shree Cement,Rs.60.0000 per share(600%)Final Dividend,2021-07-24,2021-07-22,Final,5,60,600,2021-05-21,,,2021-07-22
