displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,10.50
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,5.05
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,3.98
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,13.80
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,5.05
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,3.98
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,2.28
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),2.25
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,7.61
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,5.32
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,13.80
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.68
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.68
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),5.32
Return on investment - 5 year average,returnOnInvestment5YearAverage,9.71
