displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,4.81
Gross Margin - 5 year average,grossMargin5YearAverage,58.63
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),4.81
Operating Margin - 5 year average,operatingMargin5YearAverage,11.85
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,5.83
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,63.60
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,5.83
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,10.92
Pretax Margin - 5 year average,pretaxMargin5YearAverage,13.52
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,2.26
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,6.80
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,6.80
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,2.66
Gross Margin - trailing 12 month,grossMarginTrailing12Month,64.14
