displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,26491.24,,,2023,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,203839.45,,,2023,Annual
Net Loans ,NetLoans,359107.26,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5583.30,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3708.19,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1875.11,,,2023,Annual
Goodwill Net ,GoodwillNet,813.75,,,2023,Annual
Intangibles Net ,IntangiblesNet,386.09,,,2023,Annual
Long Term Investments ,LongTermInvestments,1452.09,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,820.66,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,25644.09,,,2023,Annual
Total Assets ,TotalAssets,620429.73,,,2023,Annual
Accounts Payable ,AccountsPayable,1555.92,,,2023,Annual
Total Deposits ,TotalDeposits,361272.62,,,2023,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,3088.02,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,845.80,,,2023,Annual
Long Term Debt ,LongTermDebt,57033.92,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,57033.92,,,2023,Annual
Total Debt ,TotalDebt,60121.94,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,215.48,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,84103.57,,,2023,Annual
Total Liabilities ,TotalLiabilities,508115.34,,,2023,Annual
Preferred Stock- Non Redeemable Net ,PreferredStock-NonRedeemableNet,500.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,993.28,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,25315.42,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),82637.85,,,2023,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,60.31,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),2300.05,,,2023,Annual
Other Equity Total ,OtherEquityTotal,507.50,,,2023,Annual
Total Equity ,TotalEquity,112314.40,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,620429.73,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,198.66,,,2023,Annual
Total Preferred Shares Outstanding ,TotalPreferredSharesOutstanding,100.00,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,556.82,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
