displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,22677.59,,,2022,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,187374.20,,,2022,Annual
Net Loans ,NetLoans,304471.78,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3938.99,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2292.71,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1646.28,,,2022,Annual
Goodwill Net ,GoodwillNet,813.75,,,2022,Annual
Intangibles Net ,IntangiblesNet,263.35,,,2022,Annual
Long Term Investments ,LongTermInvestments,1307.52,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,845.37,,,2022,Annual
Other Assets Total ,OtherAssetsTotal,27098.07,,,2022,Annual
Total Assets ,TotalAssets,546497.91,,,2022,Annual
Accounts Payable ,AccountsPayable,888.13,,,2022,Annual
Total Deposits ,TotalDeposits,310086.89,,,2022,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,3308.61,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,682.09,,,2022,Annual
Long Term Debt ,LongTermDebt,55148.27,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,55148.27,,,2022,Annual
Total Debt ,TotalDebt,58456.87,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,217.50,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,79001.09,,,2022,Annual
Total Liabilities ,TotalLiabilities,449332.57,,,2022,Annual
Preferred Stock- Non Redeemable Net ,PreferredStock-NonRedeemableNet,500.00,,,2022,Annual
Common Stock Total ,CommonStockTotal,992.33,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,25033.97,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),68494.97,,,2022,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,31.31,,,2022,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1774.74,,,2022,Annual
Other Equity Total ,OtherEquityTotal,338.03,,,2022,Annual
Total Equity ,TotalEquity,97165.34,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,546497.91,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,198.47,,,2022,Annual
Total Preferred Shares Outstanding ,TotalPreferredSharesOutstanding,100.00,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,481.63,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
