displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,33474.16,,,2020,Annual
Total Interest Expense ,TotalInterestExpense,15900.68,,,2020,Annual
Net Interest Income ,NetInterestIncome,17573.48,,,2020,Annual
Loan Loss Provision ,LoanLossProvision,1566.34,,,2020,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,16007.14,,,2020,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,16891.58,,,2020,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-21476.91,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,11421.80,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2814.72,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,8607.08,,,2020,Annual
Equity In Affiliates ,EquityInAffiliates,-13.72,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,8593.36,,,2020,Annual
Net Income ,NetIncome,8593.36,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,8593.36,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,8593.36,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,8593.36,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,191.23,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,44.94,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,48.35,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
