displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,56236.63,,,2024,Annual
Total Interest Expense ,TotalInterestExpense,22567.24,,,2024,Annual
Net Interest Income ,NetInterestIncome,33669.40,,,2024,Annual
Loan Loss Provision ,LoanLossProvision,1691.65,,,2024,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,31977.75,,,2024,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,38037.28,,,2024,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-46151.65,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,23863.38,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5886.55,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,17976.83,,,2024,Annual
Equity In Affiliates ,EquityInAffiliates,236.38,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,18213.21,,,2024,Annual
Net Income ,NetIncome,18213.21,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,18213.21,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,18213.21,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,18213.21,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,198.75,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,91.64,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,2.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,91.42,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
