displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,18.33
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.12
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,2.58
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,26.54
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,19.51
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,18.33
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,15.76
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,2.59
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.09
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,5.42
"Net Debt, LFI",netDebtLFI,185602.80
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,2.59
Price to Book - most recent quarter,priceToBookMostRecentQuarter,2.58
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.10
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,
Peg Ratio,pegRatio,0.82
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,26.54
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,21.07
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,41.96
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,18.33
Price to sales - trailing 12 month,priceToSalesTrailing12Month,5.42
"Net Debt, LFY",netDebtLFY,185602.80
