displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,79061.75,,,2025,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,284255.00,,,2025,Annual
Net Loans ,NetLoans,486165.52,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2810.80,,,2025,Annual
Goodwill Net ,GoodwillNet,947.76,,,2025,Annual
Other Assets Total ,OtherAssetsTotal,26533.51,,,2025,Annual
Total Assets ,TotalAssets,879774.34,,,2025,Annual
Total Deposits ,TotalDeposits,494707.48,,,2025,Annual
Long Term Debt ,LongTermDebt,97622.03,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,97622.03,,,2025,Annual
Total Debt ,TotalDebt,97622.03,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,129955.48,,,2025,Annual
Total Liabilities ,TotalLiabilities,722284.99,,,2025,Annual
Common Stock Total ,CommonStockTotal,994.11,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),156400.97,,,2025,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,94.27,,,2025,Annual
Total Equity ,TotalEquity,157489.35,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,879774.34,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,198.82,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,787.35,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
