displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,1.60
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,115.12
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,787.35
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,397.65
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,111.29
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,111.29
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,376.23
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,111.29
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,111.29
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,111.29
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,792.11
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,792.11
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,2.50
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,376.24
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,96.81
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,787.35
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,2.50
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,111.29
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,397.65
