displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,32819.83,,,2021,Annual
Total Interest Expense ,TotalInterestExpense,12966.55,,,2021,Annual
Net Interest Income ,NetInterestIncome,19853.28,,,2021,Annual
Loan Loss Provision ,LoanLossProvision,2062.31,,,2021,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,17790.97,,,2021,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,23587.68,,,2021,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-28210.31,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,13168.34,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3265.44,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,9902.90,,,2021,Annual
Minority Interest ,MinorityInterest,0.00,,,2021,Annual
Equity In Affiliates ,EquityInAffiliates,87.31,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,9990.20,,,2021,Annual
Net Income ,NetIncome,9990.20,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,9990.20,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,9990.20,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,9990.20,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,197.04,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,50.70,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.90,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,53.05,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
