displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,1.94
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,75.05
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,8.46
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,8.42
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,8.41
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,9.17
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,452.31
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,8.42
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,8.41
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,8.42
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,75.05
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,75.05
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,2.10
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,451.79
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,8.84
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,75.05
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,2.10
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,8.41
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,8.46
