displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1109.44,,,2023,Annual
Cash Equivalents ,CashEquivalents,0.84,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,125.67,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,710.74,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-386.34,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,324.40,,,2023,Annual
Goodwill Net ,GoodwillNet,0.00,,,2023,Annual
Intangibles Net ,IntangiblesNet,57.98,,,2023,Annual
Long Term Investments ,LongTermInvestments,162707.24,,,2023,Annual
Insurance Receivables ,InsuranceReceivables,923.58,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,927.20,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,0.27,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,81695.36,,,2023,Annual
Total Assets ,TotalAssets,247871.99,,,2023,Annual
Policy Liabilities ,PolicyLiabilities,228709.91,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4366.35,,,2023,Annual
Long Term Debt ,LongTermDebt,950.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,950.00,,,2023,Annual
Total Debt ,TotalDebt,950.00,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,852.58,,,2023,Annual
Total Liabilities ,TotalLiabilities,234878.85,,,2023,Annual
Common Stock Total ,CommonStockTotal,2149.40,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,3719.56,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),7094.85,,,2023,Annual
Other Equity Total ,OtherEquityTotal,29.33,,,2023,Annual
Total Equity ,TotalEquity,12993.14,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,247871.99,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,214.94,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,60.18,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
