displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,7.76
Gross Margin - 5 year average,grossMargin5YearAverage,31.61
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),7.76
Operating Margin - 5 year average,operatingMargin5YearAverage,13.06
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,2.07
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,31.70
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,2.07
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,6.17
Pretax Margin - 5 year average,pretaxMargin5YearAverage,8.95
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,3.79
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,3.01
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,3.01
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,4.30
Gross Margin - trailing 12 month,grossMarginTrailing12Month,31.70
