companyDescription,mgIndustry,isInId,exchangeCodeBse,exchangeCodeNse
"JSW Steel Limited is an India-based holding company. The Company is primarily engaged in the business of manufacturing and sale of iron and steel products. It is an integrated manufacturer of a diverse range of steel products with its manufacturing facilities located at Vijayanagar Works in Karnataka, Dolvi Works in Maharashtra and Salem works in Tamil Nadu and also in the United States of America and Italy. It also has a plate and coil mill division in Anjar, Gujarat. It offers a gamut of steel products that includes hot rolled, cold rolled, bare and pre-painted galvanized and Galvalume, thermo-mechanically treated (TMT) rebars, wire rods and special steel. It offers a range of coated steel products that provide anti-corrosive properties. It serves multiple brands with its coated steel products, including GI (Vishwas), GL (Silveron), Color Coated (Everglow, Colouron+, Pragati+) and OEM products (Radiance). Its subsidiaries include JSW Steel (USA) Inc., Purest Energy, LLC, and others.",Iron & Steel,INE019A01038,500228,JSWSTEEL
