Date,Volume,Delivery (%)
2024-06-06,3197633,46.0
2024-06-07,4037853,41.0
2024-06-10,1816401,41.0
2024-06-11,2072113,58.0
2024-06-12,1860595,46.0
2024-06-13,1835269,46.0
2024-06-14,3557403,59.0
2024-06-18,2459897,56.0
2024-06-19,1844106,27.0
2024-06-20,3224460,41.0
2024-06-21,4651249,36.0
2024-06-24,1888743,36.0
2024-06-25,1764535,52.0
2024-06-26,1375018,56.0
2024-06-27,4790587,
2024-06-28,2617904,39.0
2024-07-01,2621886,55.0
2024-07-02,1979200,54.0
2024-07-03,1398938,53.0
2024-07-04,1420543,32.0
2024-07-05,1754324,44.0
2024-07-08,1614800,57.0
2024-07-09,1508796,60.0
2024-07-10,1519345,44.0
2024-07-11,2392068,58.0
2024-07-12,1739979,34.0
2024-07-15,1455141,40.0
2024-07-16,1490219,43.0
2024-07-18,1860442,51.0
2024-07-19,3239275,39.0
2024-07-22,2799533,41.0
2024-07-23,1677304,47.0
2024-07-24,1556854,38.0
2024-07-25,1691159,35.0
2024-07-26,2332139,32.0
2024-07-29,1090634,48.0
2024-07-30,997176,43.0
2024-07-31,2802488,33.0
2024-08-01,4117438,39.0
2024-08-02,3586945,47.0
2024-08-05,4167301,53.0
2024-08-06,2864403,38.0
2024-08-07,2378141,47.0
2024-08-08,2942806,50.0
2024-08-09,1820085,28.0
2024-08-12,3915798,38.0
2024-08-13,1390291,37.0
2024-08-14,2063233,43.0
2024-08-16,2440583,36.0
2024-08-19,875863,28.0
2024-08-20,726511,32.0
2024-08-21,1645704,45.0
2024-08-22,1099077,42.0
2024-08-23,1667199,45.0
2024-08-26,2431859,43.0
2024-08-27,2535130,51.0
2024-08-28,2344389,52.0
2024-08-29,2276588,43.0
2024-08-30,3068028,62.0
2024-09-02,1331022,46.0
2024-09-03,1130448,47.0
2024-09-04,3075289,49.0
2024-09-05,1501186,36.0
2024-09-06,2128979,33.0
2024-09-09,1847815,47.0
2024-09-10,1425135,42.0
2024-09-11,1106528,47.0
2024-09-12,3114234,35.0
2024-09-13,2657039,34.0
2024-09-16,2267207,33.0
2024-09-17,560013,27.0
2024-09-18,670867,28.0
2024-09-19,1302160,31.0
2024-09-20,8509953,30.0
2024-09-23,1766445,46.0
2024-09-24,5696155,40.0
2024-09-25,1337787,34.0
2024-09-26,2766669,41.0
2024-09-27,2854946,47.0
2024-09-30,4417470,32.0
2024-10-01,1448902,29.0
2024-10-03,6988441,31.0
2024-10-04,5050484,45.0
2024-10-07,2760589,54.0
2024-10-08,4190248,46.0
2024-10-09,2211510,43.0
2024-10-10,1406275,37.0
2024-10-11,2113296,37.0
2024-10-14,1871829,41.0
2024-10-15,1499755,52.0
2024-10-16,1274434,42.0
2024-10-17,1095853,45.0
2024-10-18,1398091,41.0
2024-10-21,991917,38.0
2024-10-22,1331561,53.0
2024-10-23,1337973,50.0
2024-10-24,666447,36.0
2024-10-25,2667129,26.0
2024-10-28,1784870,23.0
