tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003097,Jsw Steel,,2024-12-17,,2025-01-18,POM
S0003097,Jsw Steel,,2024-05-21,,2024-07-26,AGM
S0003097,Jsw Steel,Rs.3.4000 per share(340%)Final Dividend   & A.G.M.,2023-05-22,,2023-07-28,AGM
S0003097,Jsw Steel,,2023-06-14,,2023-07-16,POM
S0003097,Jsw Steel,,2023-03-06,,2023-03-17,COM
S0003097,Jsw Steel,,2022-05-27,,2022-07-20,AGM
S0003097,Jsw Steel,,2021-05-21,,2021-07-21,AGM
