Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,54,83,39,50,10,50,31
ThirtyDaysAgo,INR,53,83,33,51,11,48,30
SixtyDaysAgo,INR,54,83,33,51,11,49,31
NinetyDaysAgo,INR,52,83,33,51,11,48,30
OneWeekAgo,INR,69,98,51,66,12,64,30
ThirtyDaysAgo,INR,66,100,46,65,12,61,29
SixtyDaysAgo,INR,67,100,46,65,12,62,30
NinetyDaysAgo,INR,66,90,46,65,12,61,29
OneWeekAgo,INR,72,96,59,69,12,70,8
