tickerId,companyName,remarks,boardMeetDate,purpose
S0003097,Jsw Steel,To consider Fund Raising.,2025-05-23,"Audited Results, Final Dividend & Others"
S0003097,Jsw Steel,,2025-01-24,Quarterly Results
S0003097,Jsw Steel,,2024-10-25,Quarterly Results
S0003097,Jsw Steel,,2024-07-19,Quarterly Results
S0003097,Jsw Steel,,2024-05-17,Audited Results & Dividend
S0003097,Jsw Steel,,2024-01-25,Quarterly Results
S0003097,Jsw Steel,,2023-10-20,Quarterly Results
S0003097,Jsw Steel,,2023-07-21,Quarterly Results
S0003097,Jsw Steel,,2023-05-19,Audited Results & Final Dividend
S0003097,Jsw Steel,,2023-01-20,Quarterly Results
S0003097,Jsw Steel,,2022-10-21,Quarterly Results
S0003097,Jsw Steel,,2022-07-22,Quarterly Results
S0003097,Jsw Steel,,2022-05-27,Audited Results & Final Dividend
S0003097,Jsw Steel,,2022-01-21,Quarterly Results
S0003097,Jsw Steel,,2021-10-21,Quarterly Results
S0003097,Jsw Steel,,2021-07-23,Quarterly Results
S0003097,Jsw Steel,,2021-05-21,"Audited Results, Final Dividend & Rights"
S0003097,Jsw Steel,To consider raising of long term funds through issuance of Non-Convertible Senior Unsecured Fixed Rate Bonds in the International Markets.,2021-01-22,Quarterly Results & Others
