displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,14.28
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,2.07
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,1.49
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,21.36
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,2.07
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,1.49
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,3.10
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),3.17
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,4.68
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,4.46
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,21.15
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.72
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.72
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),4.46
Return on investment - 5 year average,returnOnInvestment5YearAverage,6.71
