displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,7.47
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,52.33
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,52.31
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,312.71
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,83.39
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,14.32
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,14.32
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,93.65
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,690.26
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,14.32
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,14.36
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,14.36
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,325.74
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,325.74
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,2.80
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,689.94
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,15.69
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,312.71
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,2.80
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,14.32
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,83.39
