displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,50770.00
Revenue - trailing 12 month,revenueTrailing12Month),1688240.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,35040.00
EBITD - trailing 12 month,eBITDTrailing12Month,229040.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,35040.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,15.45
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1688240.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,38402.42
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,50770.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,55660.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,229040.00
