displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,218.96,,,2025,Annual
Cash Equivalents ,CashEquivalents,44.05,,,2025,Annual
Short Term Investments ,ShortTermInvestments,3715.67,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3978.68,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,549.64,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,995.60,,,2025,Annual
Total Inventory ,TotalInventory,1563.75,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,416.13,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,6954.16,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2696.04,,,2025,Annual
Intangibles Net ,IntangiblesNet,1268.90,,,2025,Annual
Long Term Investments ,LongTermInvestments,16013.75,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,89.71,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,151.85,,,2025,Annual
Total Assets ,TotalAssets,27174.41,,,2025,Annual
Accounts Payable ,AccountsPayable,2529.75,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,82.11,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,67.85,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1586.07,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4265.78,,,2025,Annual
Long Term Debt ,LongTermDebt,184.36,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,123.81,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,308.17,,,2025,Annual
Total Debt ,TotalDebt,458.13,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,492.95,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,811.02,,,2025,Annual
Total Liabilities ,TotalLiabilities,5877.92,,,2025,Annual
Common Stock Total ,CommonStockTotal,27.42,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),21269.07,,,2025,Annual
Total Equity ,TotalEquity,21296.49,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,27174.41,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.42,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,730.50,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
