displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,59330.70
Revenue - trailing 12 month,revenueTrailing12Month),188703.50
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,47344.40
EBITD - trailing 12 month,eBITDTrailing12Month,47120.30
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,47344.40
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,172.36
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,188703.50
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,47344.40
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,59330.70
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,59330.70
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,47120.30
