tickerId,companyName,remarks,boardMeetDate,purpose
S0003093,Eicher Motors,,2025-05-14,Audited Results & Final Dividend
S0003093,Eicher Motors,,2025-02-10,Quarterly Results
S0003093,Eicher Motors,,2024-11-13,Quarterly Results
S0003093,Eicher Motors,,2024-08-08,Quarterly Results
S0003093,Eicher Motors,,2024-05-10,Audited Results & Final Dividend
S0003093,Eicher Motors,,2024-02-13,Quarterly Results
S0003093,Eicher Motors,,2023-11-10,Quarterly Results
S0003093,Eicher Motors,,2023-08-03,Quarterly Results
S0003093,Eicher Motors,,2023-05-11,Audited Results & Final Dividend
S0003093,Eicher Motors,,2023-02-14,Quarterly Results
S0003093,Eicher Motors,,2022-11-10,Quarterly Results
S0003093,Eicher Motors,,2022-08-10,Quarterly Results
S0003093,Eicher Motors,,2022-05-13,Audited Results & Final Dividend
S0003093,Eicher Motors,,2022-02-14,Quarterly Results
S0003093,Eicher Motors,,2021-11-03,Quarterly Results
S0003093,Eicher Motors,,2021-08-12,Quarterly Results
S0003093,Eicher Motors,,2021-05-27,Audited Results & Final Dividend
S0003093,Eicher Motors,,2021-02-10,Quarterly Results
