Date,200 DMA
2024-06-06,3994.08
2024-06-07,4001.72
2024-06-10,4009.49
2024-06-11,4016.94
2024-06-12,4025.24
2024-06-13,4032.96
2024-06-14,4041.94
2024-06-18,4050.84
2024-06-19,4059.09
2024-06-20,4067.23
2024-06-21,4074.98
2024-06-24,4082.9
2024-06-25,4089.78
2024-06-26,4096.25
2024-06-27,4102.39
2024-06-28,4108.07
2024-07-01,4113.32
2024-07-02,4118.42
2024-07-03,4124.13
2024-07-04,4129.75
2024-07-05,4135.8
2024-07-08,4141.96
2024-07-09,4148.79
2024-07-10,4155.76
2024-07-11,4162.45
2024-07-12,4169.4
2024-07-15,4176.48
2024-07-16,4183.84
2024-07-18,4191.38
2024-07-19,4197.94
2024-07-22,4204.5
2024-07-23,4211.62
2024-07-24,4218.62
2024-07-25,4225.4
2024-07-26,4233.24
2024-07-29,4240.49
2024-07-30,4247.57
2024-07-31,4254.68
2024-08-01,4261.79
2024-08-02,4266.42
2024-08-05,4270.49
2024-08-06,4274.3
2024-08-07,4277.52
2024-08-08,4280.49
2024-08-09,4285.97
2024-08-12,4291.17
2024-08-13,4296.26
2024-08-14,4300.6
2024-08-16,4305.75
2024-08-19,4310.8
2024-08-20,4316.5
2024-08-21,4322.44
2024-08-22,4328.52
2024-08-23,4334.19
2024-08-26,4339.57
2024-08-27,4344.84
2024-08-28,4350.83
2024-08-29,4356.45
2024-08-30,4362.46
2024-09-02,4367.93
2024-09-03,4372.88
2024-09-04,4377.47
2024-09-05,4381.67
2024-09-06,4385.36
2024-09-09,4388.96
2024-09-10,4392.43
2024-09-11,4395.75
2024-09-12,4400.52
2024-09-13,4405.08
2024-09-16,4409.99
2024-09-17,4414.37
2024-09-18,4418.71
2024-09-19,4423.15
2024-09-20,4428.52
2024-09-23,4433.01
2024-09-24,4437.43
2024-09-25,4441.98
2024-09-26,4447.48
2024-09-27,4453.6
2024-09-30,4459.3
2024-10-01,4464.41
2024-10-03,4467.57
2024-10-04,4469.95
2024-10-07,4471.92
2024-10-08,4474.13
2024-10-09,4476.46
2024-10-10,4478.67
2024-10-11,4481.15
2024-10-14,4484.12
2024-10-15,4486.49
2024-10-16,4488.4
2024-10-17,4489.74
2024-10-18,4492.49
2024-10-21,4495.65
2024-10-22,4498.27
2024-10-23,4500.06
2024-10-24,4501.73
2024-10-25,4502.63
2024-10-28,4504.8
2024-10-29,4508.71
2024-10-30,4512.3
2024-10-31,4516.1
2024-11-01,4520.46
2024-11-04,4523.56
2024-11-05,4527.3
2024-11-06,4531.18
2024-11-07,4534.63
2024-11-08,4537.12
2024-11-11,4539.67
2024-11-12,4541.65
2024-11-13,4542.12
2024-11-14,4545.52
2024-11-18,4548.8
2024-11-19,4552.95
2024-11-21,4556.22
2024-11-22,4560.5
2024-11-25,4564.9
2024-11-26,4568.55
2024-11-27,4572.02
2024-11-28,4574.44
2024-11-29,4577.01
2024-12-02,4579.43
2024-12-03,4582.07
2024-12-04,4584.21
2024-12-05,4586.73
2024-12-06,4589.61
2024-12-09,4592.13
2024-12-10,4594.33
2024-12-11,4596.39
2024-12-12,4598.49
2024-12-13,4600.76
2024-12-16,4603.12
2024-12-17,4604.51
2024-12-18,4605.96
2024-12-19,4607.61
2024-12-20,4608.87
2024-12-23,4610.28
2024-12-24,4612.1
2024-12-26,4613.98
2024-12-27,4616.6
2024-12-30,4618.98
2024-12-31,4621.0
2025-01-01,4623.63
2025-01-02,4630.44
2025-01-03,4637.21
2025-01-06,4643.3
2025-01-07,4648.62
2025-01-08,4653.74
2025-01-09,4658.58
2025-01-10,4662.55
2025-01-13,4665.31
2025-01-14,4668.93
2025-01-15,4673.04
2025-01-16,4676.77
2025-01-17,4680.11
2025-01-20,4683.46
2025-01-21,4686.31
2025-01-22,4689.53
2025-01-23,4693.77
2025-01-24,4698.87
2025-01-27,4703.3
2025-01-28,4707.31
2025-01-29,4712.04
2025-01-30,4716.54
2025-01-31,4721.29
2025-02-01,4727.95
2025-02-03,4735.48
2025-02-04,4742.59
2025-02-05,4749.31
2025-02-06,4755.2
2025-02-07,4761.35
2025-02-10,4767.06
2025-02-11,4769.1
2025-02-12,4769.9
2025-02-13,4770.4
2025-02-14,4769.74
2025-02-17,4769.49
2025-02-18,4768.99
2025-02-19,4769.41
2025-02-20,4770.59
2025-02-21,4772.5
2025-02-24,4774.87
2025-02-25,4777.01
2025-02-27,4778.59
2025-02-28,4778.54
2025-03-03,4779.81
