displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,39.20
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,198.91
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,198.92
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,730.50
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,145.12
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,172.36
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,172.37
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,171.55
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,686.99
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,172.36
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,172.76
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,172.75
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,776.78
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,776.78
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,70.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,687.03
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,172.37
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,730.50
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,70.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,172.37
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,145.12
