displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,9153.58,,,2020,Annual
Total Revenue ,TotalRevenue,9153.58,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,5215.18,,,2020,Annual
Gross Profit ,GrossProfit,3938.40,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1606.72,,,2020,Annual
Research Development ,ResearchDevelopment,11.12,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,381.19,,,2020,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.35,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.42,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,119.71,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,7334.69,,,2020,Annual
Operating Income ,OperatingIncome,1818.89,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,520.05,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-2.27,,,2020,Annual
Other Net ,OtherNet,18.22,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2354.89,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,527.45,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1827.44,,,2020,Annual
Minority Interest ,MinorityInterest,0.00,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1827.44,,,2020,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2020,Annual
Net Income ,NetIncome,1827.44,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1827.44,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1827.44,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,1827.44,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,27.31,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,66.92,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,12.50,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,67.00,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
