displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,21.11
Gross Margin - 5 year average,grossMargin5YearAverage,42.41
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),21.11
Operating Margin - 5 year average,operatingMargin5YearAverage,19.90
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,25.09
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,45.43
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,25.09
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,21.31
Pretax Margin - 5 year average,pretaxMargin5YearAverage,27.50
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,8.18
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,31.44
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,31.44
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,9.59
Gross Margin - trailing 12 month,grossMarginTrailing12Month,45.43
