displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,8720.35,,,2021,Annual
Total Revenue ,TotalRevenue,8720.35,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,5305.26,,,2021,Annual
Gross Profit ,GrossProfit,3415.09,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1541.45,,,2021,Annual
Research Development ,ResearchDevelopment,8.93,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,450.73,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.00,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-3.25,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,73.49,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,7376.61,,,2021,Annual
Operating Income ,OperatingIncome,1343.74,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,425.68,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-1.48,,,2021,Annual
Other Net ,OtherNet,30.45,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1798.39,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,451.50,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1346.89,,,2021,Annual
Minority Interest ,MinorityInterest,0.00,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1346.89,,,2021,Annual
Net Income ,NetIncome,1346.89,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1346.89,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1346.89,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,1346.89,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,27.35,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,49.24,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,17.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,49.19,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
