displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,12380.70,,,2024,Interim
Total Revenue ,TotalRevenue,12380.70,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,2736.94,,,2024,Interim
Gross Profit ,GrossProfit,9643.76,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2363.32,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,622.14,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),69.81,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3928.17,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,9720.38,,,2024,Interim
Operating Income ,OperatingIncome,2660.32,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,89.83,,,2024,Interim
Other Net ,OtherNet,250.20,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3000.35,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,432.32,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2568.03,,,2024,Interim
Minority Interest ,MinorityInterest,-36.79,,,2024,Interim
Equity In Affiliates ,EquityInAffiliates,-7.49,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2523.75,,,2024,Interim
Net Income ,NetIncome,2523.75,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2523.75,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2523.75,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2523.75,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,240.36,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,10.50,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.50,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,10.75,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
