displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,38654.49,,,2022,Annual
Total Revenue ,TotalRevenue,38654.49,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,11707.65,,,2022,Annual
Gross Profit ,GrossProfit,26946.84,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,15945.42,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2143.74,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),4570.27,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,709.74,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,35076.82,,,2022,Annual
Operating Income ,OperatingIncome,3577.67,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,534.73,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,34.75,,,2022,Annual
Other Net ,OtherNet,334.17,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,4481.32,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1075.50,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3405.82,,,2022,Annual
Minority Interest ,MinorityInterest,-116.55,,,2022,Annual
Equity In Affiliates ,EquityInAffiliates,-16.54,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3272.73,,,2022,Annual
Net Income ,NetIncome,3272.73,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3272.73,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3272.73,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,3272.73,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,239.93,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.64,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,28.03,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
