Date,200 DMA
2024-06-06,1371.37
2024-06-07,1372.71
2024-06-10,1374.11
2024-06-11,1375.36
2024-06-12,1376.67
2024-06-13,1378.0
2024-06-14,1379.38
2024-06-18,1380.79
2024-06-19,1382.01
2024-06-20,1382.9
2024-06-21,1383.74
2024-06-24,1384.84
2024-06-25,1386.04
2024-06-26,1387.38
2024-06-27,1388.66
2024-06-28,1389.98
2024-07-01,1391.27
2024-07-02,1392.59
2024-07-03,1394.0
2024-07-04,1395.63
2024-07-05,1397.35
2024-07-08,1398.93
2024-07-09,1400.79
2024-07-10,1402.76
2024-07-11,1404.54
2024-07-12,1406.26
2024-07-15,1408.05
2024-07-16,1409.75
2024-07-18,1411.59
2024-07-19,1413.15
2024-07-22,1414.88
2024-07-23,1416.74
2024-07-24,1418.76
2024-07-25,1421.22
2024-07-26,1424.13
2024-07-29,1427.11
2024-07-30,1429.84
2024-07-31,1432.72
2024-08-01,1435.53
2024-08-02,1438.48
2024-08-05,1441.28
2024-08-06,1443.93
2024-08-07,1446.82
2024-08-08,1449.71
2024-08-09,1452.55
2024-08-12,1455.35
2024-08-13,1458.18
2024-08-14,1461.0
2024-08-16,1463.81
2024-08-19,1466.63
2024-08-20,1469.62
2024-08-21,1472.55
2024-08-22,1475.32
2024-08-23,1478.31
2024-08-26,1481.23
2024-08-27,1484.3
2024-08-28,1487.56
2024-08-29,1490.66
2024-08-30,1493.95
2024-09-02,1497.16
2024-09-03,1500.29
2024-09-04,1503.6
2024-09-05,1506.81
2024-09-06,1509.97
2024-09-09,1513.07
2024-09-10,1516.29
2024-09-11,1519.57
2024-09-12,1523.01
2024-09-13,1526.3
2024-09-16,1529.65
2024-09-17,1533.0
2024-09-18,1536.01
2024-09-19,1539.1
2024-09-20,1542.35
2024-09-23,1545.53
2024-09-24,1548.74
2024-09-25,1551.95
2024-09-26,1555.39
2024-09-27,1559.31
2024-09-30,1562.96
2024-10-01,1566.52
2024-10-03,1569.94
2024-10-04,1573.33
2024-10-07,1576.63
2024-10-08,1580.02
2024-10-09,1583.51
2024-10-10,1586.53
2024-10-11,1589.67
2024-10-14,1592.86
2024-10-15,1595.9
2024-10-16,1598.91
2024-10-17,1601.8
2024-10-18,1604.87
2024-10-21,1607.78
2024-10-22,1610.56
2024-10-23,1612.84
2024-10-24,1615.19
2024-10-25,1617.63
2024-10-28,1620.47
2024-10-29,1622.96
2024-10-30,1625.24
2024-10-31,1627.47
2024-11-01,1629.77
2024-11-04,1631.55
2024-11-05,1633.26
2024-11-06,1635.19
2024-11-07,1636.74
2024-11-08,1638.46
