displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,272.98
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,83295.10
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.03
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,83295.10
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.00
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,2.33
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,2.33
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,11.67
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,2.89
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,46.36
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.00
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.03
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,272.98
Current ratio - most recent quarter,currentRatioMostRecentQuarter,2.89
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,33.95
