displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,9.65
Gross Margin - 5 year average,grossMargin5YearAverage,86.25
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),9.65
Operating Margin - 5 year average,operatingMargin5YearAverage,10.67
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,8.03
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,88.98
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,8.03
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,8.93
Pretax Margin - 5 year average,pretaxMargin5YearAverage,11.93
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,2.55
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,10.67
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,10.67
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,3.87
Gross Margin - trailing 12 month,grossMarginTrailing12Month,88.98
