Date,50 DMA
2024-06-06,1274.56
2024-06-07,1278.6
2024-06-10,1281.02
2024-06-11,1283.7
2024-06-12,1287.11
2024-06-13,1291.11
2024-06-14,1294.26
2024-06-18,1297.28
2024-06-19,1300.57
2024-06-20,1304.2
2024-06-21,1307.95
2024-06-24,1311.62
2024-06-25,1316.18
2024-06-26,1319.98
2024-06-27,1324.38
2024-06-28,1328.53
2024-07-01,1334.16
2024-07-02,1339.58
2024-07-03,1345.07
2024-07-04,1349.55
2024-07-05,1353.93
2024-07-08,1358.39
2024-07-09,1362.6
2024-07-10,1366.55
2024-07-11,1370.24
2024-07-12,1375.53
2024-07-15,1380.37
2024-07-16,1385.7
2024-07-18,1391.72
2024-07-19,1395.63
2024-07-22,1399.55
2024-07-23,1403.23
2024-07-24,1408.33
2024-07-25,1413.1
2024-07-26,1418.12
2024-07-29,1422.33
2024-07-30,1426.87
2024-07-31,1431.87
2024-08-01,1436.28
2024-08-02,1439.08
2024-08-05,1439.76
2024-08-06,1441.47
2024-08-07,1442.73
2024-08-08,1443.66
2024-08-09,1446.14
2024-08-12,1448.74
2024-08-13,1450.88
2024-08-14,1453.77
2024-08-16,1458.92
2024-08-19,1464.25
2024-08-20,1470.69
2024-08-21,1475.94
2024-08-22,1481.25
2024-08-23,1485.84
2024-08-26,1491.9
2024-08-27,1497.1
2024-08-28,1502.21
2024-08-29,1507.9
2024-08-30,1512.94
2024-09-02,1518.19
2024-09-03,1523.12
2024-09-04,1527.92
2024-09-05,1532.29
2024-09-06,1535.86
2024-09-09,1537.56
2024-09-10,1540.3
2024-09-11,1542.74
2024-09-12,1546.68
2024-09-13,1550.97
2024-09-16,1554.81
2024-09-17,1558.61
2024-09-18,1560.44
2024-09-19,1561.81
2024-09-20,1564.17
2024-09-23,1565.86
2024-09-24,1568.65
2024-09-25,1569.99
2024-09-26,1571.44
2024-09-27,1572.92
2024-09-30,1573.09
2024-10-01,1575.14
2024-10-03,1576.28
2024-10-04,1577.85
2024-10-07,1579.45
2024-10-08,1581.39
2024-10-09,1584.43
2024-10-10,1585.81
2024-10-11,1588.21
2024-10-14,1592.3
2024-10-15,1595.56
2024-10-16,1598.1
2024-10-17,1602.06
2024-10-18,1605.42
2024-10-21,1609.18
2024-10-22,1612.61
2024-10-23,1617.44
2024-10-24,1622.08
2024-10-25,1625.78
2024-10-28,1628.79
2024-10-29,1631.53
2024-10-30,1633.62
2024-10-31,1632.64
2024-11-01,1631.51
2024-11-04,1631.78
2024-11-05,1631.81
2024-11-06,1634.23
2024-11-07,1634.89
2024-11-08,1636.71
2024-11-11,1639.36
2024-11-12,1641.22
2024-11-13,1642.57
2024-11-14,1644.33
2024-11-18,1644.98
2024-11-19,1647.12
2024-11-21,1649.29
2024-11-22,1653.13
2024-11-25,1656.25
2024-11-26,1659.75
2024-11-27,1663.55
2024-11-28,1665.51
2024-11-29,1667.34
2024-12-02,1670.42
2024-12-03,1673.52
2024-12-04,1676.9
2024-12-05,1681.22
2024-12-06,1685.2
2024-12-09,1688.83
2024-12-10,1691.76
2024-12-11,1694.55
2024-12-12,1698.28
2024-12-13,1702.12
2024-12-16,1705.0
2024-12-17,1707.58
2024-12-18,1710.38
2024-12-19,1712.1
2024-12-20,1711.08
2024-12-23,1711.13
2024-12-24,1710.89
2024-12-26,1710.41
2024-12-27,1710.46
2024-12-30,1711.65
2024-12-31,1711.44
2025-01-01,1711.14
2025-01-02,1711.76
2025-01-03,1710.88
2025-01-06,1709.92
2025-01-07,1708.4
2025-01-08,1706.65
2025-01-09,1704.15
2025-01-10,1704.2
2025-01-13,1702.46
2025-01-14,1700.3
2025-01-15,1699.35
2025-01-16,1698.89
2025-01-17,1697.37
2025-01-20,1696.48
2025-01-21,1694.29
2025-01-22,1693.88
2025-01-23,1694.65
2025-01-24,1695.76
