displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,53290.20,,,2023,Annual
Total Revenue ,TotalRevenue,53290.20,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,8175.50,,,2023,Annual
Gross Profit ,GrossProfit,45114.70,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,36767.50,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1951.80,,,2023,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,4.90,,,2023,Annual
Unusual Expense( Income) ,UnusualExpense(Income),237.00,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,288.00,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,47424.70,,,2023,Annual
Operating Income ,OperatingIncome,5865.50,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,193.20,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,4.20,,,2023,Annual
Other Net ,OtherNet,382.60,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,6445.50,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1588.50,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,4857.00,,,2023,Annual
Minority Interest ,MinorityInterest,-25.70,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4831.30,,,2023,Annual
Net Income ,NetIncome,4831.30,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4831.30,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4831.30,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,4831.30,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.58,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,54.54,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,32.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,56.52,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
