displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5952.90,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1457.70,,,2021,Annual
Non- Cash Items ,Non-CashItems,534.30,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,148.90,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,8093.80,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-666,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4784.10,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-5450.10,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-110.10,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1759.40,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,56.90,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1174.30,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2986.90,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,16.90,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-326.30,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,178.90,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1414.60,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
