displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,37855.10,,,2021,Annual
Total Revenue ,TotalRevenue,37855.10,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,5114.70,,,2021,Annual
Gross Profit ,GrossProfit,32740.40,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,25577.30,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1444.40,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,13.30,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-22.30,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,275.40,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,32402.80,,,2021,Annual
Operating Income ,OperatingIncome,5452.30,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,437.00,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,1.40,,,2021,Annual
Other Net ,OtherNet,62.20,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5952.90,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1599.90,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,4353.00,,,2021,Annual
Minority Interest ,MinorityInterest,75.00,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4428.00,,,2021,Annual
Net Income ,NetIncome,4428.00,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4428.00,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4428.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,4428.00,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.22,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,50.19,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,15.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,50.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
