displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,16.37
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,13.78
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,9.67
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,4.33
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,13.78
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,9.67
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,151.83
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),151.83
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,9.99
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,15.74
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,4.62
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.21
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.21
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),15.74
Return on investment - 5 year average,returnOnInvestment5YearAverage,14.11
