displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,36867.70,,,2020,Annual
Total Revenue ,TotalRevenue,36867.70,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,5646.10,,,2020,Annual
Gross Profit ,GrossProfit,31221.60,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,25348.40,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1426.80,,,2020,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,19.00,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),68.70,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,107.90,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,32616.90,,,2020,Annual
Operating Income ,OperatingIncome,4250.80,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,626.80,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,8.00,,,2020,Annual
Other Net ,OtherNet,172.20,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5057.80,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1160.40,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3897.40,,,2020,Annual
Minority Interest ,MinorityInterest,135.60,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4033.00,,,2020,Annual
Net Income ,NetIncome,4033.00,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4033.00,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4033.00,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,4033.00,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,87.96,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,45.85,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,15.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,46.38,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
