displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,56532.00
Revenue - trailing 12 month,revenueTrailing12Month),529883.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,42515.00
EBITD - trailing 12 month,eBITDTrailing12Month,69911.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,42515.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,48.17
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,529883.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,39333.45
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,56532.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,52303.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,69911.00
