Date,Volume,Delivery (%)
2024-06-06,3290071,42.0
2024-06-07,6154408,41.0
2024-06-10,2612076,42.0
2024-06-11,1496358,41.0
2024-06-12,2875952,48.0
2024-06-13,2017206,48.0
2024-06-14,1899102,44.0
2024-06-18,970746,54.0
2024-06-19,1384596,45.0
2024-06-20,2082890,40.0
2024-06-21,7078053,45.0
2024-06-24,1156616,60.0
2024-06-25,2247736,54.0
2024-06-26,1641410,61.0
2024-06-27,4338517,
2024-06-28,2309661,44.0
2024-07-01,3933830,51.0
2024-07-02,2228304,40.0
2024-07-03,924944,38.0
2024-07-04,1357795,44.0
2024-07-05,1428201,51.0
2024-07-08,825306,53.0
2024-07-09,1066455,61.0
2024-07-10,852420,48.0
2024-07-11,1436815,46.0
2024-07-12,4595348,44.0
2024-07-15,2444518,64.0
2024-07-16,1821580,55.0
2024-07-18,2801108,56.0
2024-07-19,2688608,45.0
2024-07-22,2284826,68.0
2024-07-23,1694750,54.0
2024-07-24,2667096,61.0
2024-07-25,3379023,40.0
2024-07-26,7626732,33.0
2024-07-29,1807393,51.0
2024-07-30,1680572,62.0
2024-07-31,2467034,64.0
2024-08-01,1334929,52.0
2024-08-02,3025583,62.0
2024-08-05,2303782,52.0
2024-08-06,1691413,40.0
2024-08-07,3030205,65.0
2024-08-08,2363477,61.0
2024-08-09,1589390,55.0
2024-08-12,1845772,58.0
2024-08-13,607039,48.0
2024-08-14,2881523,54.0
2024-08-16,3409513,41.0
2024-08-19,1686194,56.0
2024-08-20,2553018,61.0
2024-08-21,1991174,68.0
2024-08-22,1602199,58.0
2024-08-23,1096190,49.0
2024-08-26,1568871,38.0
2024-08-27,1105847,53.0
2024-08-28,3075004,58.0
2024-08-29,2234565,55.0
2024-08-30,1976831,55.0
2024-09-02,1606366,62.0
2024-09-03,1771677,59.0
2024-09-04,1689852,62.0
2024-09-05,1098045,58.0
2024-09-06,1829436,53.0
2024-09-09,3074226,60.0
2024-09-10,2599935,61.0
2024-09-11,1430263,57.0
2024-09-12,2392864,51.0
2024-09-13,1503986,55.0
2024-09-16,1140677,59.0
2024-09-17,1535147,59.0
2024-09-18,2982137,51.0
2024-09-19,3102040,61.0
2024-09-20,4283829,48.0
2024-09-23,1576622,56.0
2024-09-24,1841915,61.0
2024-09-25,2548209,53.0
2024-09-26,2202061,50.0
2024-09-27,3617714,47.0
2024-09-30,3518995,68.0
2024-10-01,5271375,45.0
2024-10-03,2383379,58.0
2024-10-04,3058768,47.0
