displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,16.41
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,13504.00
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.07
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,13504.00
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.04
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,1.87
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,1.87
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,93.62
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,1.87
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,88.37
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.04
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.07
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,16.41
Current ratio - most recent quarter,currentRatioMostRecentQuarter,1.87
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,93.65
